lemma,roleset_id,role,description
bash,bash.01,ARG0,"critizer, agent"
bash,bash.01,ARG1,entity criticized
bat,bat.01,ARG0,"batter, agent"
bat,bat.01,ARG1,eye(s)
bat,bat.02,ARG0,batter
bat,bat.02,ARG1,position or stats
bat_in,bat.03,ARG0,batter
bat_in,bat.03,ARG1,runs
bathe,bathe.01,ARG0,bather
bathe,bathe.01,ARG1,liquid
batter,batter.01,ARG0,"agent, hitter - animate only!"
batter,batter.01,ARG1,thing hit
batter,batter.01,ARG2,"instrument, thing hit by or with"
battle,battle.01,ARG0,combatant
battle,battle.01,ARG1,"fight or other combatant, if separate"
battle,battle.01,ARG2,spoils
be,be.01,ARG1,topic
be,be.01,ARG2,comment
be,be.02,ARG1,thing that is
beam,beam.01,ARG0,"transmitter, agent"
beam,beam.01,ARG1,thing transmitted
beam,beam.02,ARG0,"smiler, agent"
beam,beam.02,ARG1,thing expressed
bear,bear.01,ARG0,holder
bear,bear.01,ARG1,thing held
bear,bear.01,ARG2,benefactive
bear,bear.01,ARG3,secondary attribute of thing held
bear,bear.02,ARG0,mother
bear,bear.02,ARG1,child
bear,bear.03,ARG1,entity in motion
bear,bear.06,ARG1,topic
bear,bear.06,ARG2,related topic
bear_up,bear.04,ARG1,entity existing
bear_out,bear.05,ARG0,"confirmer, agent"
bear_out,bear.05,ARG1,"thing confirmed, patient"
beat,beat.01,ARG0,"agent, hitter - animate only!"
beat,beat.01,ARG1,thing hit
beat,beat.01,ARG2,"instrument, thing hit by or with"
beat,beat.02,ARG0,causer of motion
beat,beat.02,ARG1,thing moving
beat,beat.02,ARG2,"direction, destination"
beat,beat.03,ARG0,winner
beat,beat.03,ARG1,loser
beat,beat.03,ARG2,competition
beat_out,beat.04,ARG0,winner
beat_out,beat.04,ARG1,loser
beat_out,beat.04,ARG2,competition
beat_up,beat.05,ARG0,"agent, hitter - animate only!"
beat_up,beat.05,ARG1,thing hit
beat_up,beat.05,ARG2,"instrument, thing hit by or with"
become,become.01,ARG1,entity changing
become,become.01,ARG2,new state
bedevil,bedevil.01,ARG0,"botherer, devil, agent"
bedevil,bedevil.01,ARG1,bothered
bedevil,bedevil.01,ARG2,"bothered by, plagued with"
beef_up,beef.01,ARG0,"entity causing beefiness, agent"
beef_up,beef.01,ARG1,thing enhanced
beef_up,beef.01,ARG2,instrument
beef_up,beef.01,ARG3,"enhanced by how much, EXT or MNR"
beep,beep.01,ARG0,"causer, agent"
beep,beep.01,ARG1,thing beeping
beep,beep.02,ARG0,"notifier, agent"
beep,beep.02,ARG1,notified person
befall,befall.01,ARG0,event
befall,befall.01,ARG1,experiencer
befriend,befriend.01,ARG0,agentive friend
befriend,befriend.01,ARG1,new friend
befuddle,befuddle.01,ARG0,"causer, agent"
befuddle,befuddle.01,ARG1,entity experiencing confusion
beg,beg.01,ARG0,"begger, appealer"
beg,beg.01,ARG1,"appealed to, begged from"
beg,beg.01,ARG2,begged/appealed for
beget,beget.01,ARG0,begetter
beget,beget.01,ARG1,begotten?
begin,begin.01,ARG0,"beginner, Agent"
begin,begin.01,ARG1,Theme(-Creation)
begin,begin.01,ARG2,Instrument
behave,behave.01,ARG0,"agent, entity behaving"
behave,behave.01,ARG1,manner
behead,behead.01,ARG0,"axeman, agent"
behead,behead.01,ARG1,entity now without a head
beleaguer,beleaguer.01,ARG0,"agent, beleaguer-er"
beleaguer,beleaguer.01,ARG1,harassed entity
belie,belie.01,ARG0,"demonstrator of falseness, agent"
belie,belie.01,ARG1,entity shown to be false
believe,believe.01,ARG0,believer
believe,believe.01,ARG1,belief
belittle,belittle.01,ARG0,"causer of apparent insignificance, agent"
belittle,belittle.01,ARG1,apparently insignificant thing
bellow,bellow.01,ARG0,speaker
bellow,bellow.01,ARG1,utterance
bellow,bellow.01,ARG2,listener
belly-flop,belly-flop.01,ARG1,thing failing
belly-flop,belly-flop.01,ARG1,thing failing
belong,belong.01,ARG0,possession
belong,belong.01,ARG1,owner or group
bemoan,bemoan.01,ARG0,"moaner, agent"
bemoan,bemoan.01,ARG1,entity bemoaned
bend,bend.01,ARG0,bender
bend,bend.01,ARG1,thing forming a curve
bend,bend.02,ARG0,thing giving way
bend,bend.02,ARG1,thing that succeeded
benefit,benefit.01,ARG0,giver
benefit,benefit.01,ARG1,"benefactive, given-to"
bequeath,bequeath.01,ARG0,"giver, agent"
bequeath,bequeath.01,ARG1,entity bequeathed
bequeath,bequeath.01,ARG2,recipient
berate,berate.01,ARG0,yeller
berate,berate.01,ARG1,yelled at
berate,berate.01,ARG2,cause
beset,beset.01,ARG0,"attacker, agent"
beset,beset.01,ARG1,"attacked, theme"
besiege,besiege.01,ARG0,causer
besiege,besiege.01,ARG1,entity besieged
besiege,besiege.01,ARG2,entity besieged with
best,best.01,ARG0,winner
best,best.01,ARG1,loser
best,best.01,ARG2,contest
bestow,bestow.01,ARG0,"giver, agent"
bestow,bestow.01,ARG1,"gift, theme"
bestow,bestow.01,ARG2,"recipient, bestowed on"
bet,bet.01,ARG0,better
bet,bet.01,ARG1,amount of bet
bet,bet.01,ARG2,"basis, proposition, bet-on"
bet,bet.01,ARG3,co-better
betray,betray.01,ARG0,betrayer
betray,betray.01,ARG1,betrayed
better,better.01,ARG0,"causer of improvement, agent"
better,better.01,ARG1,entity made better
beware,beware.01,ARG0,wary entity
beware,beware.01,ARG1,thing wary of
bewilder,bewilder.01,ARG0,"causer, agent"
bewilder,bewilder.01,ARG1,entity experiencing confusion
bewilder,bewilder.01,ARG2,confused about or over what?
bewitch,bewitch.01,ARG0,"witch, agent"
bewitch,bewitch.01,ARG1,victim
bewitch,bewitch.01,ARG2,"instrument, when separate from arg0"
bias,bias.01,ARG1,biased entity
bicker,bicker.01,ARG0,agent(s) bickering
bicker,bicker.01,ARG1,topic
bid,bid.01,ARG0,bidder
bid,bid.01,ARG1,"the target, goods"
bid,bid.01,ARG2,"how much you're bidding, buying price"
bid,bid.02,ARG0,bidder
bid,bid.02,ARG1,the target
bid,bid.02,ARG2,benefactive
bid,bid.02,ARG3,secondary predication on Arg1
bifurcate,bifurcate.01,ARG0,splitter
bifurcate,bifurcate.01,ARG1,thing split
bike,bike.01,ARG0,bicycler
bike,bike.01,ARG1,path
bill,bill.01,ARG0,"seller, biller"
bill,bill.01,ARG1,"asking price, amount of bill"
bill,bill.01,ARG2,"buyer, billed"
bill,bill.01,ARG3,commodity
bill,bill.02,ARG0,describer
bill,bill.02,ARG1,thing described
bill,bill.02,ARG2,"secondary attribute, described-as"
billow,billow.01,ARG1,entity billowing
billow,billow.01,ARG2,direction
bind,bind.01,ARG0,"attacher, agent"
bind,bind.01,ARG1,thing bound
bind,bind.01,ARG2,bound to what
bind,bind.01,ARG3,with what
bind,bind.02,ARG1,thing that is likely
bind,bind.03,ARG1,thing destined
bind,bind.03,ARG2,destiny
bite,bite.01,ARG0,"biter, agent"
bite,bite.01,ARG1,entity bitten
blab,blab.01,ARG0,talker
blab,blab.01,ARG1,subject
blab,blab.01,ARG2,listener
black_out,black.01,ARG0,fainter
black_out,black.02,ARG0,"causer of non-emission, agent"
black_out,black.02,ARG1,non-emitter of light
blacken,blacken.01,ARG0,"causer of blackening, agent"
blacken,blacken.01,ARG1,thing made black
blackmail,blackmail.01,ARG0,"blackmailer, agent"
blackmail,blackmail.01,ARG1,entity blackmailed
blame,blame.01,ARG0,blamer
blame,blame.01,ARG1,entity blamed
blame,blame.01,ARG2,blamed for what?
blanket,blanket.01,ARG0,coverer
blanket,blanket.01,ARG1,thing covered
blanket,blanket.01,ARG2,"instrument, covered by"
blare,blare.01,ARG0,"causer, agent"
blare,blare.01,ARG1,source of loud noise
blast,blast.01,ARG0,"causer, agent"
blast,blast.01,ARG1,"source of loud noise, noise itself"
blast,blast.02,ARG0,blamer
blast,blast.02,ARG1,blamed
blast,blast.02,ARG2,blamed for
blast,blast.04,ARG0,entity in motion
blast_away,blast.03,ARG0,shooter
blast_away,blast.03,ARG1,target
blaze,blaze.01,ARG1,thing burning
bleed,bleed.01,ARG0,"causer of bloodshed, agent"
bleed,bleed.01,ARG1,entity bleeding
bleed,bleed.02,ARG0,"causer of bleeding, agent"
bleed,bleed.02,ARG1,entity losing money
bleed,bleed.03,ARG0,experiencer
bleed,bleed.03,ARG1,thing bleeding for
bleed_off,bleed.04,ARG0,"decreaser, agent"
bleed_off,bleed.04,ARG1,entity decreasing
blemish,blemish.01,ARG0,causer
blemish,blemish.01,ARG1,entity disfigured
blend,blend.01,ARG0,"agent, mixer"
blend,blend.01,ARG1,ingredient one
blend,blend.01,ARG2,ingredient two
blend,blend.01,ARG3,end product
bless,bless.01,ARG0,entity giving blessing
bless,bless.01,ARG1,entity being blessed
bless,bless.01,ARG2,blessed with (gift)
blindfold,blindfold.01,ARG0,"coverer, agent"
blindfold,blindfold.01,ARG1,entity with covered eyes
blindfold,blindfold.01,ARG2,explicit mention of blindfold
blink,blink.01,ARG0,blinker
blink,blink.01,ARG1,"eyes, usually unstated"
block,block.01,ARG0,"blocker, Agent"
block,block.01,ARG1,Theme (action or object being stopped)
block,block.01,ARG2,secondary predication
block,block.01,ARG3,Instrument
bloody,bloody.01,ARG0,causer
bloody,bloody.01,ARG1,entity bloodied
bloom,bloom.01,ARG0,"bloomer (no, not like that!)"
blossom,blossom.01,ARG1,entity blossoming
blot_out,blot.01,ARG0,"blotter, agent"
blot_out,blot.01,ARG1,entity blotted
blow,blow.01,ARG0,wind
blow,blow.01,ARG1,thing being moved
blow,blow.01,ARGM,path or medium
blow,blow.02,ARG0,shaper
blow,blow.02,ARG1,thing worked on
blow,blow.02,ARG2,"end state, if different from arg1"
blow,blow.03,ARG0,giver
blow,blow.03,ARG1,getter
blow,blow.04,ARG1,wind
blow,blow.04,ARGM,direction or location or extent
blow,blow.08,ARG1,thing exploding
blow,blow.09,ARG0,player
blow,blow.09,ARG1,trumpet
blow,blow.10,ARG0,errer
blow,blow.10,ARG1,error
blow_up,blow.05,ARG0,"inflater, agent"
blow_up,blow.05,ARG1,thing grown
blow_up,blow.05,ARG2,"amount increased by, EXT or MNR"
blow_up,blow.05,ARG3,start point
blow_up,blow.05,ARG4,"end point, end state of arg1"
blow_up,blow.06,ARG0,causal agent
blow_up,blow.06,ARG1,thing exploding
blow_up,blow.06,ARG2,instrument (bomb)
blow_out,blow.07,ARG0,air
blow_out,blow.07,ARG1,thing being moved
bludgeon,bludgeon.01,ARG0,"agent, hitter - animate only!"
bludgeon,bludgeon.01,ARG1,thing hit
bludgeon,bludgeon.01,ARG2,"instrument, thing hit by or with"
blunder,blunder.01,ARG0,"clumsy mover, agent"
blunder,blunder.01,ARG1,direction
blunder,blunder.02,ARG0,maker of mistake
blunder,blunder.02,ARG1,mistake
blunt,blunt.01,ARG0,"causer of bluntness, agent"
blunt,blunt.01,ARG1,entity becoming blunt
blur,blur.01,ARG0,"causer of blurriness, agent"
blur,blur.01,ARG1,entity blurred
blurt_out,blurt.01,ARG0,speaker
blurt_out,blurt.01,ARG1,utterance
blurt_out,blurt.01,ARG2,hearer
board,board.01,ARG0,passenger
board,board.01,ARG1,vehicle
boast,boast.01,ARG0,boaster
boast,boast.01,ARG1,thing proud of
boast,boast.01,ARG2,hearer
boat,boat.01,ARG0,"boater, agent"
bode,bode.01,ARG0,omen
bode,bode.01,ARG1,good or bad
bode,bode.01,ARG2,benefactive
bog_down,bog.01,ARG0,"agent, causer"
bog_down,bog.01,ARG1,entity bogged down
boil,boil.01,ARG0,applier of heat
boil,boil.01,ARG1,water
boil_over,boil.02,ARG1,"thing boiling over (pot, etc)"
bolster,bolster.01,ARG0,"causer, agent"
bolster,bolster.01,ARG1,thing increasing or strengthened
bolster,bolster.01,ARG2,"amount increased, EXT"
bolt,bolt.01,ARG0,runner
bolt,bolt.01,ARGM,destination or path
bolt,bolt.02,ARG0,"attacher, agent causing attachment"
bolt,bolt.02,ARG1,thing(s) being clamped
bomb,bomb.01,ARG0,"attacker, agent"
bomb,bomb.01,ARG1,entity bombed
bomb,bomb.02,ARG1,entity failing
bomb,bomb.02,ARG2,"task, test"
bombard,bombard.01,ARG0,"attacker, agent"
bombard,bombard.01,ARG1,entity (e.g. region) bombarded
bond,bond.01,ARG0,"attacher, agent"
bond,bond.01,ARG1,focus of attachment
bond,bond.01,ARG2,thing bonded to
bond,bond.01,ARG3,"instrument of bonding, glue"
bond,bond.02,ARG1,secured item
bone,bone.01,ARG0,remover
bone,bone.01,ARG1,thing which used to have bones
bone_up,bone.02,ARG0,boner up
bone_up,bone.02,ARG1,subject
boo,boo.01,ARG0,boo-er
boo,boo.01,ARG1,boo-ed
boo,boo.01,ARG2,"cause, misdeed"
book,book.01,ARG0,booker
book,book.01,ARG1,booked
book,book.01,ARG2,secondary attribute on arg1
boom,boom.01,ARG0,"causer of boom, agent"
boom,boom.01,ARG1,loud noise
boom,boom.01,ARG2,source of loud noise
boom,boom.02,ARG0,successful thing
boom_out,boom.03,ARG0,introducer
boom_out,boom.03,ARG1,thing appearing
boost,boost.01,ARG0,"causer of upward motion, Agent"
boost,boost.01,ARG1,"Logical subject, thing moving upward"
boost,boost.01,ARG2,"EXT, amount risen"
boost,boost.01,ARG3,start point
boost,boost.01,ARG4,end point
boost,boost.01,ARGM,Medium
bootleg,bootleg.01,ARG0,"copier, agent"
bootleg,bootleg.01,ARG1,commodity
booze,booze.01,ARG0,drunk
border,border.01,ARG1,edge of what
border,border.01,ARG2,thing on the edge
bore,bore.01,ARG0,"creator of hole, agent"
bore,bore.01,ARG1,hole
bore,bore.01,ARG2,location of hole
bore,bore.01,ARG3,instrument
bore,bore.02,ARG0,boring entity
bore,bore.02,ARG1,experiencer of boredom
bore,bore.02,ARG2,instrument
borrow,borrow.01,ARG0,borrower
borrow,borrow.01,ARG1,thing borrowed
borrow,borrow.01,ARG2,loaner
borrow,borrow.01,ARG3,collateral
botch,botch.01,ARG0,"inept individual, agent"
botch,botch.01,ARG1,entity botched
bother,bother.01,ARG0,causer of bothering
bother,bother.01,ARG1,bothered
bother,bother.01,ARG2,instrument of bothering
bother,bother.02,ARG0,botherer
bother,bother.02,ARG1,real action
bottle,bottle.01,ARG0,"bottler, agent"
bottle,bottle.01,ARG1,entity bottled
bottle_up,bottle.02,ARG0,"suppressor, agent"
bottle_up,bottle.02,ARG1,entity bottled up
bottom_out,bottom.01,ARG0,thing reaching the bottom
bounce,bounce.01,ARG0,"causer of bouncing, agent"
bounce,bounce.01,ARG1,"thing bouncing, rubber ball"
bounce,bounce.01,ARG2,extent
bounce,bounce.01,ARG3,start point
bounce,bounce.01,ARG4,end point
bounce_back,bounce.02,ARG1,thing recovering
bound,bound.01,ARG0,thing in motion
bound,bound.02,ARG0,boundary
bound,bound.02,ARG1,thing bounded
bow,bow.01,ARG0,bower
bow,bow.01,ARG1,bowed to
bow,bow.02,ARG1,thing bending
bow,bow.03,ARG1,thing failing
bow_down,bow.04,ARG0,bower
bow_down,bow.04,ARG1,bowed to
bow_out,bow.06,ARG0,entity leaving
bow_out,bow.06,ARG1,place left
bowl,bowl.01,ARG0,bowler (not the hat)
bowl_over,bowl.02,ARG0,causer of astonishment
bowl_over,bowl.02,ARG1,astonished entity
boycott,boycott.01,ARG0,boycotter
boycott,boycott.01,ARG1,unpleasant thing
brace,brace.01,ARG0,"preparer, agent"
brace,brace.01,ARG1,patient
brace,brace.01,ARG2,prepare for
brag,brag.01,ARG0,"boastful talker, agent"
brag,brag.01,ARG1,topic bragged about
brake,brake.01,ARG0,causer of slowing
brake,brake.01,ARG1,vehicle
branch,branch.01,ARG0,thing branching
branch,branch.01,ARG1,destination (into)
branch_out,branch.02,ARG0,thing branching
branch_out,branch.02,ARG1,destination (into)
brand,brand.01,ARG0,caller
brand,brand.01,ARG1,item being labelled
brand,brand.01,ARG2,attribute
brandish,brandish.01,ARG0,"waver, agent"
brandish,brandish.01,ARG1,weapon
brave,brave.01,ARG0,"facer of challenge, agent"
brave,brave.01,ARG1,challenge
brazen_out,brazen.01,ARG0,"facer of adversity, agent"
brazen_out,brazen.01,ARG1,"adversity, theme"
breach,breach.01,ARG0,breaker
breach,breach.01,ARG1,thing broken
bread,bread.01,ARG0,"coverer, agent"
bread,bread.01,ARG1,coated/covered thing
bread,bread.01,ARG2,"bread, redundantly"
break,break.01,ARG0,breaker
break,break.01,ARG1,thing broken
break,break.01,ARG2,instrument
break,break.01,ARG3,pieces
break,break.02,ARG0,robber
break,break.02,ARG1,thing broken into
break_off,break.03,ARG0,"causer, agent"
break_off,break.03,ARG1,thing stopping
break_off,break.04,ARG0,breaker
break_off,break.04,ARG1,piece(s)
break_off,break.04,ARG2,whole
break_in,break.05,ARG0,causative agent
break_in,break.05,ARG1,thing getting broken in
break_out,break.06,ARG0,introducer
break_out,break.06,ARG1,thing introduced
break_out,break.07,ARG1,teenager
break_out,break.10,ARG0,escapee
break_out,break.10,ARG1,"prison, etc"
break_up,break.08,ARG0,causative agent
break_up,break.08,ARG1,thing in pieces
break_up,break.08,ARG2,pieces
break_even,break.09,ARG1,patient
breathe,breathe.01,ARG0,breather
breathe,breathe.01,ARG1,"air, we hope"
breathe,breathe.01,ARG2,direction
breed,breed.01,ARG0,"causer, agent"
breed,breed.01,ARG1,entity bred
brew,brew.01,ARG0,"creator, brewer"
brew,brew.01,ARG1,"creation, beer"
brew,brew.01,ARG2,"created-from, thing changed"
brew,brew.01,ARG3,benefactive
bribe,bribe.01,ARG0,"briber, agent"
bribe,bribe.01,ARG1,person  bribed
bribe,bribe.01,ARG2,favor
bribe,bribe.01,ARG3,ammount exchanged
bridge,bridge.01,ARG0,"connector, agent"
bridge,bridge.01,ARG1,entity connected
bridge,bridge.01,ARG2,entity connected with
brief,brief.01,ARG0,giver
brief,brief.01,ARG1,"receiver of information, entity briefed"
brief,brief.01,ARG2,topic
brighten,brighten.01,ARG0,"causer, agent"
brighten,brighten.01,ARG1,entity brightened
brim,brim.01,ARG0,container
brim,brim.01,ARG1,contents
bring,bring.01,ARG0,bringer
bring,bring.01,ARG1,thing brought
bring,bring.01,ARG2,"benefactive, brought-for, brought-to"
bring,bring.01,ARG3,attribute
bring,bring.01,ARG4,"ablative, brought-from"
bring_up,bring.02,ARG0,"causer of rising, Agent"
bring_up,bring.02,ARG1,"Logical subject, patient, thing rising"
bring_up,bring.02,ARG2,"EXT, amount risen"
bring_up,bring.02,ARG3,Start point
bring_up,bring.02,ARG4,End point
bring_up,bring.02,ARGM,Medium
bring_down,bring.03,ARG0,"causer of fall, Agent"
bring_down,bring.03,ARG1,"Logical subject, patient, thing falling"
bring_down,bring.03,ARG2,"EXT, amount fallen"
bring_down,bring.03,ARG3,Start point
bring_down,bring.03,ARG4,End point
bring_down,bring.03,ARGM,Medium
bring_along,bring.04,ARG0,bringer
bring_along,bring.04,ARG1,thing brought
bring_along,bring.04,ARG2,"benefactive, brought-for, brought-to"
bring_along,bring.04,ARG3,attribute
bring_along,bring.04,ARG4,"ablative, brought-from"
bring_about,bring.05,ARG0,causer
bring_about,bring.05,ARG1,thing coming to be
bristle,bristle.01,ARG0,"entity reacting, agent"
bristle,bristle.01,ARG1,bristle at
broadcast,broadcast.01,ARG0,"transmitter, agent"
broadcast,broadcast.01,ARG1,message
broadcast,broadcast.01,ARG2,audience
broadcast,broadcast.01,ARG3,source
broaden,broaden.01,ARG0,"agent, causing broadening"
broaden,broaden.01,ARG1,thing broadening
broaden,broaden.01,ARG2,"EXT, amount broadened by"
broaden,broaden.01,ARG3,start point
broaden,broaden.01,ARG4,end point
broker,broker.01,ARG0,"arranger, agent"
broker,broker.01,ARG1,entity brokered
broker,broker.01,ARG2,beneficiary
browbeat,browbeat.01,ARG0,"agent, causer"
browbeat,browbeat.01,ARG1,entity intimidated
browbeat,browbeat.01,ARG2,intimidated into
bruise,bruise.01,ARG0,bruiser
bruise,bruise.01,ARG1,bruised
brush,brush.01,ARG0,"entity with brush, agent"
brush,brush.01,ARG1,entity brushed
brush_off,brush.02,ARG0,"dismisser, agent"
brush_off,brush.02,ARG1,entity dismissed
brush_up,brush.03,ARG0,"review, agent"
brush_up,brush.03,ARG1,entity brushed up
brush_up,brush.05,ARG0,toucher
brush_up,brush.05,ARG1,thing brushed up against
